﻿Geography,Year,Category,Industry Space Use,Value
Melbourne (CBD),2043,Jobs by industry,Construction,4810
Melbourne (CBD),2024,Jobs by industry,Education and training,9664
Melbourne (CBD),2025,Jobs by industry,Education and training,10278
Melbourne (CBD),2030,Jobs by industry,Education and training,12207
Melbourne (CBD),2034,Jobs by industry,Education and training,13330
Melbourne (CBD),2036,Jobs by industry,Education and training,13790
Melbourne (CBD),2037,Jobs by industry,Education and training,13892
Melbourne (CBD),2041,Jobs by industry,Education and training,14030
Melbourne (CBD),2030,Jobs by industry,"Electricity, gas, water and waste services",7469
Melbourne (CBD),2034,Jobs by industry,"Electricity, gas, water and waste services",7693
Melbourne (CBD),2037,Jobs by industry,"Electricity, gas, water and waste services",7798
Melbourne (CBD),2023,Jobs by industry,Finance and insurance,39215
Melbourne (CBD),2026,Jobs by industry,Finance and insurance,41416
Melbourne (CBD),2031,Jobs by industry,Finance and insurance,43920
Melbourne (CBD),2039,Jobs by industry,Finance and insurance,45838
Melbourne (CBD),2040,Jobs by industry,Finance and insurance,46062
Melbourne (CBD),2041,Jobs by industry,Finance and insurance,46263
Melbourne (CBD),2043,Jobs by industry,Finance and insurance,46384
Melbourne (CBD),2023,Jobs by industry,Food and beverage services,17908
Melbourne (CBD),2026,Jobs by industry,Food and beverage services,21568
Melbourne (CBD),2027,Jobs by industry,Food and beverage services,21957
Melbourne (CBD),2030,Jobs by industry,Food and beverage services,23213
Melbourne (CBD),2031,Jobs by industry,Food and beverage services,23564
Melbourne (CBD),2032,Jobs by industry,Food and beverage services,23768
Melbourne (CBD),2036,Jobs by industry,Food and beverage services,24355
Melbourne (CBD),2025,Jobs by industry,Health care and social assistance,5851
Melbourne (CBD),2026,Jobs by industry,Health care and social assistance,6209
Melbourne (CBD),2027,Jobs by industry,Health care and social assistance,6398
Melbourne (CBD),2033,Jobs by industry,Health care and social assistance,7723
Melbourne (CBD),2034,Jobs by industry,Health care and social assistance,7925
Melbourne (CBD),2041,Jobs by industry,Health care and social assistance,9241
Melbourne (CBD),2042,Jobs by industry,Health care and social assistance,9439
Melbourne (CBD),2025,Jobs by industry,Information media and telecommunications,14552
Melbourne (CBD),2030,Jobs by industry,Information media and telecommunications,16269
Melbourne (CBD),2035,Jobs by industry,Information media and telecommunications,17539
Melbourne (CBD),2036,Jobs by industry,Information media and telecommunications,17380
Melbourne (CBD),2038,Jobs by industry,Information media and telecommunications,17946
Melbourne (CBD),2042,Jobs by industry,Information media and telecommunications,18768
Melbourne (CBD),2043,Jobs by industry,Information media and telecommunications,18865
Melbourne (CBD),2024,Jobs by industry,Manufacturing,1846
Melbourne (CBD),2025,Jobs by industry,Manufacturing,1846
Melbourne (CBD),2026,Jobs by industry,Manufacturing,1823
Melbourne (CBD),2030,Jobs by industry,Manufacturing,1793
Melbourne (CBD),2034,Jobs by industry,Manufacturing,1763
Melbourne (CBD),2042,Jobs by industry,Manufacturing,2028
Melbourne (CBD),2023,Jobs by industry,Other services,6578
Melbourne (CBD),2029,Jobs by industry,Other services,7422
Melbourne (CBD),2034,Jobs by industry,Other services,8050
Melbourne (CBD),2035,Jobs by industry,Other services,8151
Melbourne (CBD),2037,Jobs by industry,Other services,8374
Melbourne (CBD),2023,Jobs by industry,Public administration and safety,35396
Melbourne (CBD),2024,Jobs by industry,Public administration and safety,35493
Melbourne (CBD),2031,Jobs by industry,Public administration and safety,36539
Melbourne (CBD),2035,Jobs by industry,Public administration and safety,37216
Melbourne (CBD),2038,Jobs by industry,Public administration and safety,37679
Melbourne (CBD),2039,Jobs by industry,Public administration and safety,37839
Melbourne (CBD),2042,Jobs by industry,Public administration and safety,38452
Melbourne (CBD),2026,Jobs by industry,Real estate services,8663
Melbourne (CBD),2027,Jobs by industry,Real estate services,8776
Melbourne (CBD),2031,Jobs by industry,Real estate services,9255
Melbourne (CBD),2033,Jobs by industry,Real estate services,9474
Melbourne (CBD),2035,Jobs by industry,Real estate services,9699
Melbourne (CBD),2039,Jobs by industry,Real estate services,10109
Melbourne (CBD),2040,Jobs by industry,Real estate services,10207
Melbourne (CBD),2026,Jobs by industry,Rental and hiring services,75
Melbourne (CBD),2028,Jobs by industry,Rental and hiring services,78
Melbourne (CBD),2029,Jobs by industry,Rental and hiring services,79
Melbourne (CBD),2030,Jobs by industry,Rental and hiring services,80
Melbourne (CBD),2032,Jobs by industry,Rental and hiring services,80
Melbourne (CBD),2035,Jobs by industry,Rental and hiring services,82
Melbourne (CBD),2037,Jobs by industry,Rental and hiring services,85
Melbourne (CBD),2039,Jobs by industry,Rental and hiring services,88
Melbourne (CBD),2041,Jobs by industry,Rental and hiring services,90
Melbourne (CBD),2042,Jobs by industry,Rental and hiring services,91
Melbourne (CBD),2024,Jobs by industry,Retail trade,12234
Melbourne (CBD),2030,Jobs by industry,Retail trade,15355
Melbourne (CBD),2031,Jobs by industry,Retail trade,15640
Melbourne (CBD),2034,Jobs by industry,Retail trade,16628
Melbourne (CBD),2035,Jobs by industry,Retail trade,16916
Melbourne (CBD),2038,Jobs by industry,Retail trade,17578
Melbourne (CBD),2039,Jobs by industry,Retail trade,17754
Melbourne (CBD),2042,Jobs by industry,Retail trade,18407
Melbourne (CBD),2025,Jobs by industry,"Transport, postal and storage",4915
Melbourne (CBD),2027,Jobs by industry,"Transport, postal and storage",5122
